# Quranic Arabic Corpus - Dependency Treebank Data
# Scope: Full Quran (114 chapters, 6236 verses)
# Format: CHILD | PARENT | RELATION | ARABIC_LABEL | ENGLISH_LABEL
#
# Source: Extracted from syntax.txt in quranic-corpus.war
# Notation: CHILD -> PARENT (child depends on parent)
#
CHILD	PARENT	RELATION	ARABIC_LABEL	ENGLISH_LABEL
(5:87:9)	(5:87:8)	subj	فاعل	Subject
(5:87:10)	(5:87:10)	gen	جار ومجرور	Prepositional phrase
(5:87:11)	(5:87:4)	conj	معطوف	Coordinating conjunction
(5:87:12)	(5:87:11)	pro	نهي	Prohibition
(5:87:12)	(5:87:12)	subj	فاعل	Subject
(5:87:15)	(5:87:17)	VS	VS	VS
(5:87:14)	(5:87:13)	subjx	اسم كان	Subject of special verb
(5:87:16)	(5:87:15)	neg	neg	neg
(5:87:17)	(5:87:16)	obj	مفعول به	Object
(5:88:2)	(5:88:2)	PP	PP	PP
(5:88:3)	(5:88:4)	VS	VS	VS
(5:88:1)	(5:88:1)	subj	فاعل	Subject
(5:88:2)	(5:88:2)	gen	جار ومجرور	Prepositional phrase
(5:88:3)	(5:88:3)	obj	مفعول به	Object
(5:88:4)	(5:88:3)	subj	فاعل	Subject
(5:88:5)	(5:88:2)	circ	حال	Circumstantial
(5:88:6)	(5:88:5)	adj	صفة	Adjective
(5:88:11)	(5:88:11)	PP	PP	PP
(5:88:10)	(5:88:12)	NS	NS	NS
(5:88:1)	(5:88:1)	subj	فاعل	Subject
(5:88:7)	(5:88:1)	conj	معطوف	Coordinating conjunction
(5:88:7)	(5:88:7)	subj	فاعل	Subject
(5:88:8)	(5:88:7)	obj	مفعول به	Object
(5:88:9)	(5:88:8)	adj	صفة	Adjective
(5:88:11)	(5:88:11)	gen	جار ومجرور	Prepositional phrase
(5:88:12)	(5:88:10)	pred	مبتدأ وخبر	Predicate
(5:89:4)	(5:89:4)	PP	PP	PP
(5:89:5)	(5:89:6)	PP	PP	PP
(5:89:2)	(5:89:1)	neg	neg	neg
(5:89:2)	(5:89:2)	obj	مفعول به	Object
(5:89:3)	(5:89:2)	subj	فاعل	Subject
(5:89:4)	(5:89:4)	gen	جار ومجرور	Prepositional phrase
(5:89:6)	(5:89:5)	gen	جار ومجرور	Prepositional phrase
(5:89:6)	(5:89:6)	poss	مضاف إليه	Possessive
(5:89:9)	(5:89:9)	PP	PP	PP
(5:89:10)	(5:89:11)	VS	VS	VS
(5:89:8)	(5:89:7)	amd	amd	amd
(5:89:8)	(5:89:8)	obj	مفعول به	Object
(5:89:9)	(5:89:9)	gen	جار ومجرور	Prepositional phrase
(5:89:10)	(5:89:10)	subj	فاعل	Subject
(5:89:11)	(5:89:10)	obj	مفعول به	Object
(5:89:16)	(5:89:17)	PP	PP	PP
(5:89:19)	(5:89:20)	VS	VS	VS
(5:89:12)	(5:89:12)	poss	مضاف إليه	Possessive
(5:89:13)	(5:89:12)	pred	مبتدأ وخبر	Predicate
(5:89:14)	(5:89:13)	poss	مضاف إليه	Possessive
(5:89:15)	(5:89:14)	poss	مضاف إليه	Possessive
(5:89:17)	(5:89:16)	gen	جار ومجرور	Prepositional phrase
(5:89:18)	(5:89:17)	poss	مضاف إليه	Possessive
(5:89:19)	(5:89:19)	subj	فاعل	Subject
(5:89:20)	(5:89:19)	obj	مفعول به	Object
(5:89:20)	(5:89:20)	poss	مضاف إليه	Possessive
(5:89:22)	(5:89:13)	conj	معطوف	Coordinating conjunction
(5:89:22)	(5:89:22)	poss	مضاف إليه	Possessive
(5:89:24)	(5:89:22)	conj	معطوف	Coordinating conjunction
(5:89:25)	(5:89:24)	poss	مضاف إليه	Possessive
(5:89:28)	(5:89:27)	neg	neg	neg
(5:89:30)	(5:89:29)	poss	مضاف إليه	Possessive
(5:89:31)	(5:89:30)	poss	مضاف إليه	Possessive
(5:89:36)	(5:89:36)	VS	VS	VS
(5:89:33)	(5:89:32)	pred	مبتدأ وخبر	Predicate
(5:89:34)	(5:89:33)	poss	مضاف إليه	Possessive
(5:89:34)	(5:89:34)	poss	مضاف إليه	Possessive
(5:89:36)	(5:89:36)	subj	فاعل	Subject
(5:89:37)	(5:89:37)	subj	فاعل	Subject
(5:89:38)	(5:89:37)	obj	مفعول به	Object
(5:89:38)	(5:89:38)	poss	مضاف إليه	Possessive
(5:89:39)	(5:89:39)	PP	PP	PP
(5:89:42)	(5:89:42)	PP	PP	PP
(5:89:39)	(5:89:39)	gen	جار ومجرور	Prepositional phrase
(5:89:41)	(5:89:40)	subj	فاعل	Subject
(5:89:42)	(5:89:42)	gen	جار ومجرور	Prepositional phrase
(5:89:43)	(5:89:40)	obj	مفعول به	Object
(5:89:43)	(5:89:43)	poss	مضاف إليه	Possessive
(5:89:45)	(5:89:45)	VS	VS	VS
(5:89:44)	(5:89:44)	subjx	اسم كان	Subject of special verb
(5:89:45)	(5:89:45)	subj	فاعل	Subject
(5:90:3)	(5:90:3)	VS	VS	VS
(5:90:1)	(5:90:1)	voc	voc	voc
(5:90:2)	(5:90:1)	app	بدل	Apposition
(5:90:3)	(5:90:3)	subj	فاعل	Subject
(5:90:4)	(5:90:4)	prev	prev	prev
(5:90:6)	(5:90:5)	conj	معطوف	Coordinating conjunction
(5:90:7)	(5:90:6)	conj	معطوف	Coordinating conjunction
(5:90:8)	(5:90:7)	conj	معطوف	Coordinating conjunction
(5:90:9)	(5:90:5)	pred	مبتدأ وخبر	Predicate
(5:90:10)	(5:90:11)	PP	PP	PP
(5:90:11)	(5:90:10)	gen	جار ومجرور	Prepositional phrase
(5:90:12)	(5:90:11)	poss	مضاف إليه	Possessive
(5:90:15)	(5:90:15)	VS	VS	VS
(5:90:13)	(5:90:13)	subj	فاعل	Subject
(5:90:13)	(5:90:13)	obj	مفعول به	Object
(5:90:14)	(5:90:14)	subjx	اسم كان	Subject of special verb
(5:90:15)	(5:90:15)	subj	فاعل	Subject
(5:91:5)	(5:91:8)	VS	VS	VS
(5:91:4)	(5:91:8)	SC	SC	SC
(5:91:1)	(5:91:1)	prev	prev	prev
(5:91:3)	(5:91:2)	subj	فاعل	Subject
(5:91:6)	(5:91:5)	link	متعلق	PP attachment
(5:91:6)	(5:91:6)	poss	مضاف إليه	Possessive
(5:91:7)	(5:91:5)	obj	مفعول به	Object
(5:91:8)	(5:91:7)	conj	معطوف	Coordinating conjunction
(5:91:9)	(5:91:10)	PP	PP	PP
(5:91:10)	(5:91:9)	gen	جار ومجرور	Prepositional phrase
(5:91:11)	(5:91:10)	conj	معطوف	Coordinating conjunction
(5:91:13)	(5:91:14)	PP	PP	PP
(5:91:16)	(5:91:17)	PP	PP	PP
(5:91:12)	(5:91:5)	conj	معطوف	Coordinating conjunction
(5:91:12)	(5:91:12)	obj	مفعول به	Object
(5:91:14)	(5:91:13)	gen	جار ومجرور	Prepositional phrase
(5:91:15)	(5:91:14)	poss	مضاف إليه	Possessive
(5:91:17)	(5:91:16)	gen	جار ومجرور	Prepositional phrase
(5:91:19)	(5:91:18)	intg	intg	intg
(5:91:20)	(5:91:19)	pred	مبتدأ وخبر	Predicate
(5:92:1)	(5:92:1)	subj	فاعل	Subject
(5:92:2)	(5:92:1)	obj	مفعول به	Object
(5:92:3)	(5:92:1)	conj	معطوف	Coordinating conjunction
(5:92:3)	(5:92:3)	subj	فاعل	Subject
(5:92:4)	(5:92:3)	obj	مفعول به	Object
(5:92:5)	(5:92:3)	conj	معطوف	Coordinating conjunction
(5:92:5)	(5:92:5)	subj	فاعل	Subject
(5:92:7)	(5:92:7)	VS	VS	VS
(5:92:7)	(5:92:7)	subj	فاعل	Subject
(5:92:10)	(5:92:11)	PP	PP	PP
(5:92:9)	(5:92:13)	NS	NS	NS
(5:92:8)	(5:92:13)	VS	VS	VS
(5:92:8)	(5:92:8)	subj	فاعل	Subject
(5:92:9)	(5:92:9)	prev	prev	prev
(5:92:11)	(5:92:10)	gen	جار ومجرور	Prepositional phrase
(5:92:11)	(5:92:11)	poss	مضاف إليه	Possessive
(5:92:13)	(5:92:12)	adj	صفة	Adjective
(5:93:2)	(5:93:3)	PP	PP	PP
(5:93:4)	(5:93:6)	VS	VS	VS
(5:93:8)	(5:93:8)	PP	PP	PP
(5:93:9)	(5:93:9)	VS	VS	VS
(5:93:3)	(5:93:2)	gen	جار ومجرور	Prepositional phrase
(5:93:4)	(5:93:4)	subj	فاعل	Subject
(5:93:5)	(5:93:4)	conj	معطوف	Coordinating conjunction
(5:93:5)	(5:93:5)	subj	فاعل	Subject
(5:93:6)	(5:93:5)	obj	مفعول به	Object
(5:93:7)	(5:93:1)	subjx	اسم كان	Subject of special verb
(5:93:8)	(5:93:8)	gen	جار ومجرور	Prepositional phrase
(5:93:9)	(5:93:9)	subj	فاعل	Subject
(5:93:12)	(5:93:15)	VS	VS	VS
(5:93:11)	(5:93:10)	sup	sup	sup
(5:93:12)	(5:93:12)	subj	فاعل	Subject
(5:93:13)	(5:93:12)	conj	معطوف	Coordinating conjunction
(5:93:13)	(5:93:13)	subj	فاعل	Subject
(5:93:14)	(5:93:13)	conj	معطوف	Coordinating conjunction
(5:93:14)	(5:93:14)	subj	فاعل	Subject
(5:93:15)	(5:93:14)	obj	مفعول به	Object
(5:93:17)	(5:93:17)	subj	فاعل	Subject
(5:93:18)	(5:93:17)	conj	معطوف	Coordinating conjunction
(5:93:18)	(5:93:18)	subj	فاعل	Subject
(5:93:20)	(5:93:20)	subj	فاعل	Subject
(5:93:21)	(5:93:20)	conj	معطوف	Coordinating conjunction
(5:93:21)	(5:93:21)	subj	فاعل	Subject
(5:93:23)	(5:93:24)	VS	VS	VS
(5:93:24)	(5:93:23)	obj	مفعول به	Object
(5:94:3)	(5:94:3)	VS	VS	VS
(5:94:1)	(5:94:1)	voc	voc	voc
(5:94:2)	(5:94:1)	app	بدل	Apposition
(5:94:3)	(5:94:3)	subj	فاعل	Subject
(5:94:6)	(5:94:6)	PP	PP	PP
(5:94:7)	(5:94:8)	PP	PP	PP
(5:94:4)	(5:94:4)	emph	emph	emph
(5:94:4)	(5:94:4)	emph	emph	emph
(5:94:4)	(5:94:4)	obj	مفعول به	Object
(5:94:5)	(5:94:4)	subj	فاعل	Subject
(5:94:6)	(5:94:6)	gen	جار ومجرور	Prepositional phrase
(5:94:8)	(5:94:7)	gen	جار ومجرور	Prepositional phrase
(5:94:9)	(5:94:11)	VS	VS	VS
(5:94:6)	(5:94:6)	gen	جار ومجرور	Prepositional phrase
(5:94:9)	(5:94:9)	obj	مفعول به	Object
(5:94:10)	(5:94:9)	subj	فاعل	Subject
(5:94:10)	(5:94:10)	poss	مضاف إليه	Possessive
(5:94:11)	(5:94:10)	conj	معطوف	Coordinating conjunction
(5:94:11)	(5:94:11)	poss	مضاف إليه	Possessive
(5:94:16)	(5:94:16)	PP	PP	PP
(5:94:15)	(5:94:16)	VS	VS	VS
(5:94:12)	(5:94:16)	VS	VS	VS
(5:94:12)	(5:94:16)	SC	SC	SC
(5:94:4)	(5:94:4)	emph	emph	emph
(5:94:4)	(5:94:4)	emph	emph	emph
(5:94:4)	(5:94:4)	obj	مفعول به	Object
(5:94:13)	(5:94:12)	subj	فاعل	Subject
(5:94:14)	(5:94:12)	obj	مفعول به	Object
(5:94:15)	(5:94:15)	obj	مفعول به	Object
(5:94:16)	(5:94:16)	gen	جار ومجرور	Prepositional phrase
(5:94:18)	(5:94:20)	VS	VS	VS
(5:94:19)	(5:94:18)	link	متعلق	PP attachment
(5:94:20)	(5:94:19)	poss	مضاف إليه	Possessive
(5:94:21)	(5:94:21)	PP	PP	PP
(5:94:21)	(5:94:23)	NS	NS	NS
(5:94:21)	(5:94:21)	gen	جار ومجرور	Prepositional phrase
(5:94:23)	(5:94:22)	adj	صفة	Adjective
(5:95:3)	(5:95:3)	VS	VS	VS
(5:95:1)	(5:95:1)	voc	voc	voc
(5:95:2)	(5:95:1)	app	بدل	Apposition
(5:95:3)	(5:95:3)	subj	فاعل	Subject
(5:95:7)	(5:95:8)	NS	NS	NS
(5:95:5)	(5:95:4)	pro	نهي	Prohibition
(5:95:5)	(5:95:5)	subj	فاعل	Subject
(5:95:6)	(5:95:5)	obj	مفعول به	Object
(5:95:8)	(5:95:7)	pred	مبتدأ وخبر	Predicate
(5:95:11)	(5:95:11)	PP	PP	PP
(5:95:10)	(5:95:12)	VS	VS	VS
(5:95:10)	(5:95:10)	obj	مفعول به	Object
(5:95:11)	(5:95:11)	gen	جار ومجرور	Prepositional phrase
(5:95:12)	(5:95:10)	circ	حال	Circumstantial
(5:95:17)	(5:95:18)	PP	PP	PP
(5:95:13)	(5:95:18)	NS	NS	NS
(5:95:14)	(5:95:13)	app	بدل	Apposition
(5:95:15)	(5:95:14)	poss	مضاف إليه	Possessive
(5:95:18)	(5:95:17)	gen	جار ومجرور	Prepositional phrase
(5:95:20)	(5:95:20)	PP	PP	PP
(5:95:23)	(5:95:23)	PP	PP	PP
(5:95:19)	(5:95:23)	VS	VS	VS
(5:95:20)	(5:95:20)	gen	جار ومجرور	Prepositional phrase
(5:95:21)	(5:95:19)	subj	فاعل	Subject
(5:95:22)	(5:95:21)	poss	مضاف إليه	Possessive
(5:95:23)	(5:95:23)	gen	جار ومجرور	Prepositional phrase
(5:95:24)	(5:95:13)	circ	حال	Circumstantial
(5:95:25)	(5:95:24)	app	بدل	Apposition
(5:95:26)	(5:95:25)	poss	مضاف إليه	Possessive
(5:95:29)	(5:95:28)	app	بدل	Apposition
(5:95:30)	(5:95:29)	poss	مضاف إليه	Possessive
(5:95:33)	(5:95:32)	poss	مضاف إليه	Possessive
(5:95:34)	(5:95:32)	spec	تمييز	Specification
(5:95:35)	(5:95:37)	VS	VS	VS
(5:95:35)	(5:95:37)	SC	SC	SC
(5:95:36)	(5:95:35)	obj	مفعول به	Object
(5:95:37)	(5:95:36)	poss	مضاف إليه	Possessive
(5:95:37)	(5:95:37)	poss	مضاف إليه	Possessive
(5:95:40)	(5:95:40)	PP	PP	PP
(5:95:39)	(5:95:38)	subj	فاعل	Subject
(5:95:40)	(5:95:40)	gen	جار ومجرور	Prepositional phrase
(5:95:46)	(5:95:46)	PP	PP	PP
(5:95:44)	(5:95:46)	VS	VS	VS
(5:95:42)	(5:95:9)	conj	معطوف	Coordinating conjunction
(5:95:45)	(5:95:44)	subj	فاعل	Subject
(5:95:46)	(5:95:46)	gen	جار ومجرور	Prepositional phrase
(5:95:48)	(5:95:47)	pred	مبتدأ وخبر	Predicate
(5:95:49)	(5:95:48)	app	بدل	Apposition
(5:95:50)	(5:95:49)	poss	مضاف إليه	Possessive
(5:96:2)	(5:96:2)	PP	PP	PP
(5:96:2)	(5:96:2)	gen	جار ومجرور	Prepositional phrase
(5:96:3)	(5:96:1)	pass	نائب فاعل	Passive subject
(5:96:4)	(5:96:3)	poss	مضاف إليه	Possessive
(5:96:5)	(5:96:3)	conj	معطوف	Coordinating conjunction
(5:96:5)	(5:96:5)	poss	مضاف إليه	Possessive
(5:96:7)	(5:96:7)	PP	PP	PP
(5:96:8)	(5:96:8)	PP	PP	PP
(5:96:6)	(5:96:1)	prp	المفعول لأجله	Accusative of purpose
(5:96:7)	(5:96:7)	gen	جار ومجرور	Prepositional phrase
(5:96:8)	(5:96:8)	gen	جار ومجرور	Prepositional phrase
(5:96:10)	(5:96:10)	PP	PP	PP
(5:96:14)	(5:96:15)	NS	NS	NS
(5:96:13)	(5:96:15)	SC	SC	SC
(5:96:9)	(5:96:1)	conj	معطوف	Coordinating conjunction
(5:96:10)	(5:96:10)	gen	جار ومجرور	Prepositional phrase
(5:96:11)	(5:96:9)	pass	نائب فاعل	Passive subject
(5:96:12)	(5:96:11)	poss	مضاف إليه	Possessive
(5:96:14)	(5:96:14)	subjx	اسم كان	Subject of special verb
(5:96:15)	(5:96:14)	predx	خبر كان	Predicate of special verb
(5:96:19)	(5:96:19)	PP	PP	PP
(5:96:19)	(5:96:20)	VS	VS	VS
(5:96:16)	(5:96:16)	subj	فاعل	Subject
(5:96:17)	(5:96:16)	obj	مفعول به	Object
(5:96:18)	(5:96:17)	adj	صفة	Adjective
(5:96:19)	(5:96:19)	gen	جار ومجرور	Prepositional phrase
(5:96:20)	(5:96:20)	pass	نائب فاعل	Passive subject
(5:97:7)	(5:97:7)	PP	PP	PP
(5:97:2)	(5:97:1)	subj	فاعل	Subject
(5:97:3)	(5:97:1)	obj	مفعول به	Object
(5:97:4)	(5:97:3)	app	بدل	Apposition
(5:97:5)	(5:97:4)	adj	صفة	Adjective
(5:97:6)	(5:97:1)	obj	مفعول به	Object
(5:97:7)	(5:97:7)	gen	جار ومجرور	Prepositional phrase
(5:97:8)	(5:97:3)	conj	معطوف	Coordinating conjunction
(5:97:9)	(5:97:8)	adj	صفة	Adjective
(5:97:10)	(5:97:8)	conj	معطوف	Coordinating conjunction
(5:97:11)	(5:97:10)	conj	معطوف	Coordinating conjunction
(5:97:18)	(5:97:19)	PP	PP	PP
(5:97:16)	(5:97:19)	VS	VS	VS
(5:97:14)	(5:97:19)	NS	NS	NS
(5:97:13)	(5:97:19)	VS	VS	VS
(5:97:13)	(5:97:19)	SC	SC	SC
(5:97:13)	(5:97:13)	subj	فاعل	Subject
(5:97:15)	(5:97:14)	subjx	اسم كان	Subject of special verb
(5:97:17)	(5:97:16)	obj	مفعول به	Object
(5:97:19)	(5:97:18)	gen	جار ومجرور	Prepositional phrase
(5:97:21)	(5:97:22)	PP	PP	PP
(5:97:20)	(5:97:17)	conj	معطوف	Coordinating conjunction
(5:97:22)	(5:97:21)	gen	جار ومجرور	Prepositional phrase
(5:97:25)	(5:97:25)	PP	PP	PP
(5:97:24)	(5:97:23)	subjx	اسم كان	Subject of special verb
(5:97:25)	(5:97:25)	gen	جار ومجرور	Prepositional phrase
(5:97:26)	(5:97:25)	poss	مضاف إليه	Possessive
(5:97:27)	(5:97:23)	predx	خبر كان	Predicate of special verb
(5:98:2)	(5:98:5)	NS	NS	NS
(5:98:1)	(5:98:1)	subj	فاعل	Subject
(5:98:3)	(5:98:2)	subjx	اسم كان	Subject of special verb
(5:98:4)	(5:98:2)	predx	خبر كان	Predicate of special verb
(5:98:5)	(5:98:4)	poss	مضاف إليه	Possessive
(5:98:6)	(5:98:2)	conj	معطوف	Coordinating conjunction
(5:98:7)	(5:98:6)	subjx	اسم كان	Subject of special verb
(5:98:8)	(5:98:6)	predx	خبر كان	Predicate of special verb
(5:98:9)	(5:98:8)	adj	صفة	Adjective
(5:99:2)	(5:99:3)	PP	PP	PP
(5:99:2)	(5:99:5)	NS	NS	NS
(5:99:3)	(5:99:2)	gen	جار ومجرور	Prepositional phrase
(5:99:4)	(5:99:5)	res	res	res
(5:99:9)	(5:99:9)	VS	VS	VS
(5:99:11)	(5:99:11)	VS	VS	VS
(5:99:7)	(5:99:11)	VS	VS	VS
(5:99:8)	(5:99:7)	obj	مفعول به	Object
(5:99:9)	(5:99:9)	subj	فاعل	Subject
(5:99:10)	(5:99:8)	conj	معطوف	Coordinating conjunction
(5:99:11)	(5:99:11)	subj	فاعل	Subject
(5:100:2)	(5:100:5)	VS	VS	VS
(5:100:3)	(5:100:2)	neg	neg	neg
(5:100:4)	(5:100:3)	subj	فاعل	Subject
(5:100:5)	(5:100:4)	conj	معطوف	Coordinating conjunction
(5:100:7)	(5:100:9)	VS	VS	VS
(5:100:6)	(5:100:9)	SC	SC	SC
(5:100:7)	(5:100:7)	obj	مفعول به	Object
(5:100:8)	(5:100:7)	subj	فاعل	Subject
(5:100:9)	(5:100:8)	poss	مضاف إليه	Possessive
(5:100:10)	(5:100:10)	subj	فاعل	Subject
(5:100:11)	(5:100:10)	obj	مفعول به	Object
(5:100:12)	(5:100:12)	voc	voc	voc
(5:100:13)	(5:100:12)	poss	مضاف إليه	Possessive
(5:100:15)	(5:100:15)	VS	VS	VS
(5:100:14)	(5:100:14)	subjx	اسم كان	Subject of special verb
(5:100:15)	(5:100:15)	subj	فاعل	Subject
(5:101:3)	(5:101:3)	VS	VS	VS
(5:101:1)	(5:101:1)	voc	voc	voc
(5:101:2)	(5:101:1)	app	بدل	Apposition
(5:101:3)	(5:101:3)	subj	فاعل	Subject
(5:101:6)	(5:101:7)	PP	PP	PP
(5:101:5)	(5:101:4)	pro	نهي	Prohibition
(5:101:5)	(5:101:5)	subj	فاعل	Subject
(5:101:7)	(5:101:6)	gen	جار ومجرور	Prepositional phrase
(5:101:10)	(5:101:10)	PP	PP	PP
(5:101:9)	(5:101:10)	VS	VS	VS
(5:101:10)	(5:101:10)	gen	جار ومجرور	Prepositional phrase
(5:101:11)	(5:101:11)	obj	مفعول به	Object
(5:101:14)	(5:101:14)	PP	PP	PP
(5:101:16)	(5:101:17)	VS	VS	VS
(5:101:13)	(5:101:17)	VS	VS	VS
(5:101:12)	(5:101:8)	conj	معطوف	Coordinating conjunction
(5:101:13)	(5:101:13)	subj	فاعل	Subject
(5:101:14)	(5:101:14)	gen	جار ومجرور	Prepositional phrase
(5:101:15)	(5:101:13)	link	متعلق	PP attachment
(5:101:17)	(5:101:16)	pass	نائب فاعل	Passive subject
(5:101:19)	(5:101:19)	PP	PP	PP
(5:101:18)	(5:101:19)	VS	VS	VS
(5:101:19)	(5:101:19)	gen	جار ومجرور	Prepositional phrase
(5:101:22)	(5:101:22)	PP	PP	PP
(5:101:21)	(5:101:20)	subj	فاعل	Subject
(5:101:22)	(5:101:22)	gen	جار ومجرور	Prepositional phrase
(5:101:24)	(5:101:23)	pred	مبتدأ وخبر	Predicate
(5:101:25)	(5:101:24)	adj	صفة	Adjective
(5:102:4)	(5:102:5)	PP	PP	PP
(5:102:2)	(5:102:1)	cert	cert	cert
(5:102:2)	(5:102:2)	obj	مفعول به	Object
(5:102:3)	(5:102:2)	subj	فاعل	Subject
(5:102:5)	(5:102:4)	gen	جار ومجرور	Prepositional phrase
(5:102:5)	(5:102:5)	poss	مضاف إليه	Possessive
(5:102:8)	(5:102:8)	PP	PP	PP
(5:102:7)	(5:102:7)	subjx	اسم كان	Subject of special verb
(5:102:8)	(5:102:8)	gen	جار ومجرور	Prepositional phrase
(5:102:9)	(5:102:7)	predx	خبر كان	Predicate of special verb
(5:103:4)	(5:103:5)	PP	PP	PP
(5:103:2)	(5:103:1)	neg	neg	neg
(5:103:3)	(5:103:2)	subj	فاعل	Subject
(5:103:5)	(5:103:4)	gen	جار ومجرور	Prepositional phrase
(5:103:6)	(5:103:7)	emph	emph	emph
(5:103:7)	(5:103:5)	conj	معطوف	Coordinating conjunction
(5:103:8)	(5:103:9)	emph	emph	emph
(5:103:9)	(5:103:7)	conj	معطوف	Coordinating conjunction
(5:103:10)	(5:103:11)	emph	emph	emph
(5:103:11)	(5:103:9)	conj	معطوف	Coordinating conjunction
(5:103:14)	(5:103:14)	VS	VS	VS
(5:103:16)	(5:103:17)	PP	PP	PP
(5:103:15)	(5:103:18)	VS	VS	VS
(5:103:13)	(5:103:12)	subjx	اسم كان	Subject of special verb
(5:103:14)	(5:103:14)	subj	فاعل	Subject
(5:103:15)	(5:103:15)	subj	فاعل	Subject
(5:103:17)	(5:103:16)	gen	جار ومجرور	Prepositional phrase
(5:103:18)	(5:103:15)	obj	مفعول به	Object
(5:103:20)	(5:103:21)	VS	VS	VS
(5:103:19)	(5:103:21)	NS	NS	NS
(5:103:19)	(5:103:19)	poss	مضاف إليه	Possessive
(5:103:21)	(5:103:20)	neg	neg	neg
(5:103:21)	(5:103:21)	subj	فاعل	Subject
(5:104:3)	(5:104:3)	PP	PP	PP
(5:104:4)	(5:104:4)	VS	VS	VS
(5:104:2)	(5:104:4)	VS	VS	VS
(5:104:3)	(5:104:3)	gen	جار ومجرور	Prepositional phrase
(5:104:4)	(5:104:4)	subj	فاعل	Subject
(5:104:5)	(5:104:6)	PP	PP	PP
(5:104:7)	(5:104:8)	VS	VS	VS
(5:104:9)	(5:104:10)	PP	PP	PP
(5:104:4)	(5:104:4)	subj	فاعل	Subject
(5:104:6)	(5:104:5)	gen	جار ومجرور	Prepositional phrase
(5:104:8)	(5:104:7)	subj	فاعل	Subject
(5:104:10)	(5:104:9)	gen	جار ومجرور	Prepositional phrase
(5:104:15)	(5:104:15)	PP	PP	PP
(5:104:14)	(5:104:16)	VS	VS	VS
(5:104:12)	(5:104:16)	NS	NS	NS
(5:104:11)	(5:104:16)	VS	VS	VS
(5:104:11)	(5:104:11)	subj	فاعل	Subject
(5:104:12)	(5:104:12)	poss	مضاف إليه	Possessive
(5:104:13)	(5:104:12)	pred	مبتدأ وخبر	Predicate
(5:104:14)	(5:104:14)	subj	فاعل	Subject
(5:104:15)	(5:104:15)	gen	جار ومجرور	Prepositional phrase
(5:104:16)	(5:104:14)	obj	مفعول به	Object
(5:104:16)	(5:104:16)	poss	مضاف إليه	Possessive
(5:104:20)	(5:104:22)	VS	VS	VS
(5:104:18)	(5:104:22)	NS	NS	NS
(5:104:17)	(5:104:17)	sup	sup	sup
(5:104:17)	(5:104:17)	intg	intg	intg
(5:104:19)	(5:104:18)	subjx	اسم كان	Subject of special verb
(5:104:19)	(5:104:19)	poss	مضاف إليه	Possessive
(5:104:21)	(5:104:20)	neg	neg	neg
(5:104:21)	(5:104:21)	subj	فاعل	Subject
(5:104:22)	(5:104:21)	obj	مفعول به	Object
(5:104:23)	(5:104:20)	conj	معطوف	Coordinating conjunction
(5:104:24)	(5:104:23)	neg	neg	neg
(5:104:24)	(5:104:24)	subj	فاعل	Subject
(5:105:3)	(5:105:3)	VS	VS	VS
(5:105:1)	(5:105:1)	voc	voc	voc
(5:105:2)	(5:105:1)	app	بدل	Apposition
(5:105:3)	(5:105:3)	subj	فاعل	Subject
(5:105:4)	(5:105:4)	PP	PP	PP
(5:105:4)	(5:105:4)	gen	جار ومجرور	Prepositional phrase
(5:105:5)	(5:105:5)	poss	مضاف إليه	Possessive
(5:105:11)	(5:105:11)	VS	VS	VS
(5:105:7)	(5:105:6)	neg	neg	neg
(5:105:7)	(5:105:7)	obj	مفعول به	Object
(5:105:8)	(5:105:7)	subj	فاعل	Subject
(5:105:11)	(5:105:11)	subj	فاعل	Subject
(5:105:12)	(5:105:13)	PP	PP	PP
(5:105:13)	(5:105:12)	gen	جار ومجرور	Prepositional phrase
(5:105:14)	(5:105:14)	poss	مضاف إليه	Possessive
(5:105:15)	(5:105:14)	circ	حال	Circumstantial
(5:105:17)	(5:105:17)	PP	PP	PP
(5:105:19)	(5:105:19)	VS	VS	VS
(5:105:18)	(5:105:19)	NS	NS	NS
(5:105:16)	(5:105:16)	obj	مفعول به	Object
(5:105:17)	(5:105:17)	gen	جار ومجرور	Prepositional phrase
(5:105:18)	(5:105:18)	subjx	اسم كان	Subject of special verb
(5:105:19)	(5:105:19)	subj	فاعل	Subject
(5:106:3)	(5:106:3)	VS	VS	VS
(5:106:1)	(5:106:1)	voc	voc	voc
(5:106:2)	(5:106:1)	app	بدل	Apposition
(5:106:3)	(5:106:3)	subj	فاعل	Subject
(5:106:7)	(5:106:11)	VS	VS	VS
(5:106:5)	(5:106:4)	poss	مضاف إليه	Possessive
(5:106:5)	(5:106:5)	poss	مضاف إليه	Possessive
(5:106:6)	(5:106:4)	link	متعلق	PP attachment
(5:106:8)	(5:106:7)	obj	مفعول به	Object
(5:106:8)	(5:106:8)	poss	مضاف إليه	Possessive
(5:106:9)	(5:106:7)	subj	فاعل	Subject
(5:106:10)	(5:106:7)	link	متعلق	PP attachment
(5:106:11)	(5:106:10)	poss	مضاف إليه	Possessive
(5:106:15)	(5:106:15)	PP	PP	PP
(5:106:12)	(5:106:4)	pred	مبتدأ وخبر	Predicate
(5:106:13)	(5:106:12)	adj	صفة	Adjective
(5:106:14)	(5:106:13)	poss	مضاف إليه	Possessive
(5:106:15)	(5:106:15)	gen	جار ومجرور	Prepositional phrase
